    1024,134.53,705.72,5.25,86.97,753.09,8.66
   65536,235.97,1309.92,5.55,187.45,1692.13,9.03
  524288,307.16,1103.44,3.59,183.53,1675.32,9.13
 1048576,327.41,1673.71,5.11,199.50,1672.35,8.38
 2097152,308.26,1139.41,3.70,196.55,1764.67,8.98
 4194304,316.83,940.78,2.97,197.19,1680.82,8.52
 8388608,316.09,964.83,3.05,196.29,1648.33,8.40
